Date,Price,High,Low
2013-08-21,1370.6,1377.3,1360.9
2013-08-22,1371.2,1380.4,1362
2013-08-23,1395.7,1398.2,1373.9
2013-08-26,1393,1403,1391.3
2013-08-27,1420.6,1421.1,1398.7
2013-08-28,1419,1428,1415.1
2013-08-29,1412.9,1417.4,1404.5
2013-08-30,1396.1,1409.8,1392.3
2013-09-02,1393.7,1398,1379.6
2013-09-03,1412,1414.4,1382.3
2013-09-04,1389.9,1413,1387.1
2013-09-05,1373.1,1397.5,1367.1
2013-09-06,1386.7,1390.1,1368.9
2013-09-09,1386.8,1389.8,1386.5
2013-09-10,1364.1,1377.5,1357.6
2013-09-11,1363.9,1365.8,1356.7
2013-09-12,1330.4,1360,1322.4
2013-09-13,1308.4,1323,1305.3
2013-09-16,1317.9,1329.6,1310.8
2013-09-17,1309.5,1313.1,1310.2
2013-09-18,1307.8,1347.7,1292.1
2013-09-19,1369.4,1373,1362.9
2013-09-20,1332.5,1347.5,1330.7
2013-09-23,1326.9,1327.8,1317.6
2013-09-24,1316,1324.9,1309.4
2013-09-25,1335.9,1335.3,1322.7
2013-09-26,1323.6,1338.3,1335.2
2013-09-27,1338.4,1343.8,1319.7
2013-09-30,1326.5,1350.9,1322
2013-10-01,1286,1334.2,1283.8
2013-10-02,1320.6,1321,1280
2013-10-03,1317.4,1319.5,1302.5
2013-10-04,1309.7,1318.1,1305.7
2013-10-07,1324.8,1325.4,1311.8
2013-10-08,1324.2,1330,1321.2
2013-10-09,1306.9,1319,1295.3
2013-10-10,1296.6,1310.8,1285
2013-10-11,1268,1291.6,1263.8
2013-10-14,1276.4,1285.8,1272.1
2013-10-15,1273,1284.8,1254.1
2013-10-16,1282,1284,1269.2
2013-10-17,1322.7,1320.8,1307
2013-10-18,1314.4,1326,1312.6
2013-10-21,1315.7,1317.7,1316.5
2013-10-22,1342.5,1342.6,1313.9
2013-10-23,1333.9,1333.4,1331.9
2013-10-24,1350.2,1350.1,1334.5
2013-10-25,1352.4,1353,1346.2
2013-10-28,1352,1359.2,1349
2013-10-29,1345.2,1359.7,1359.6
2013-10-30,1349,1355.8,1335.6
2013-10-31,1323.6,1334,1321.7
2013-11-01,1313.1,1325.7,1308
2013-11-04,1314.6,1320.5,1312.1
2013-11-05,1308,1317.5,1306.9
2013-11-06,1317.7,1318.6,1312.5
2013-11-07,1308.4,1323.6,1298
2013-11-08,1284.5,1308.1,1281.3
2013-11-11,1281,1281.8,1281
2013-11-12,1271.1,1282.3,1268.5
2013-11-13,1268.3,1280.5,1271.1
2013-11-14,1286.2,1293.3,1278.1
2013-11-15,1287.3,1288.5,1281.5
2013-11-18,1272.2,1284.8,1272.2
2013-11-19,1273.4,1275.2,1271
2013-11-20,1257.9,1269,1241.9
2013-11-21,1243.5,1247.1,1236.5
2013-11-22,1244,1247,1241.4
2013-11-25,1241.1,1240.7,1229
2013-11-26,1241.4,1243,1243
2013-11-27,1237.8,1254.8,1235.5
2013-11-28,1243.8,1245.3,1236.2
2013-11-29,1250.6,1254.5,1233.7
2013-12-02,1222.3,1251.5,1217.8
2013-12-03,1221.7,1225.7,1215.6
2013-12-04,1248.2,1250.4,1212.9
2013-12-05,1233.2,1241.5,1218.6
2013-12-06,1230.3,1242,1213
2013-12-09,1235.3,1243.2,1229
2013-12-10,1262.4,1267,1239
2013-12-11,1258.5,1261.9,1252.1
2013-12-12,1226,1255.4,1225.9
2013-12-13,1235.7,1239,1222.2
2013-12-16,1245.5,1250.6,1228.9
2013-12-17,1231.2,1240.4,1231.3
2013-12-18,1236.1,1245.1,1217
2013-12-19,1195,1226.6,1188.7
2013-12-20,1205.1,1207.8,1190.9
2013-12-23,1198.4,1205.2,1195.9
2013-12-24,1205.1,1205.6,1197.7
2013-12-26,1214.1,1215.9,1207.1
2013-12-27,1216.1,1218.5,1212.9
2013-12-30,1203.1,1215.5,1194.4
2013-12-31,1201.9,1212.4,1182
2014-01-01,1205.4,1205.4,1202.8
2014-01-02,1225,1227.3,1204.3
2014-01-03,1238.4,1239,1221.7
2014-01-06,1237.8,1247,1221.9
2014-01-07,1229.4,1242.4,1226
2014-01-08,1225.3,1227.5,1218.6
2014-01-09,1229.3,1229,1225.8
2014-01-10,1246.7,1246.8,1234
2014-01-13,1250.9,1252.7,1245.5
2014-01-14,1245.2,1251.3,1242
2014-01-15,1238.1,1243.2,1238.2
2014-01-16,1240,1242.8,1238.7
2014-01-17,1251.7,1254.3,1239.7
2014-01-20,1255.1,1257.9,1253.1
2014-01-21,1242.3,1257.5,1240
2014-01-22,1239,1242,1240.1
2014-01-23,1262.6,1264.2,1235.2
2014-01-24,1264.5,1269.4,1258.3
2014-01-27,1263.6,1264.4,1254.4
2014-01-28,1251,1258.4,1257.9
2014-01-29,1262.2,1262.2,1262.2
2014-01-30,1242.2,1267.7,1237.5
2014-01-31,1240.1,1254.5,1238.4
2014-02-03,1260.4,1266.3,1241.2
2014-02-04,1251.7,1260.7,1247.8
2014-02-05,1257.3,1273.7,1253.1
2014-02-06,1257.6,1267,1253.5
2014-02-07,1263.3,1271.4,1257.9
2014-02-10,1274.8,1277.3,1265.7
2014-02-11,1290.1,1292,1273.8
2014-02-12,1295.3,1296.2,1285.5
2014-02-13,1300.4,1303.5,1287.5
2014-02-14,1319,1320.7,1301.5
2014-02-17,1328.5,1332.2,1321.1
2014-02-18,1324.7,1330.6,1313.9
2014-02-19,1320.6,1321.6,1309.1
2014-02-20,1317.1,1323.5,1309.6
2014-02-21,1323.9,1328.3,1317.4
2014-02-24,1338.3,1339,1321.4
2014-02-25,1343,1343.9,1333.1
2014-02-26,1328.2,1344,1325.6
2014-02-27,1331.6,1335,1324.6
2014-02-28,1321.4,1332.6,1321.1
2014-03-03,1350.1,1354.1,1332.9
2014-03-04,1337.8,1350.4,1332.2
2014-03-05,1340.2,1341,1334.8
2014-03-06,1351.7,1351.6,1333.3
2014-03-07,1338.1,1352.7,1329.2
2014-03-10,1341.4,1344.7,1330.5
2014-03-11,1346.5,1352.4,1338.1
2014-03-12,1370.3,1370.5,1348.7
2014-03-13,1372.2,1374.5,1366.5
2014-03-14,1379,1386.6,1369.8
2014-03-17,1372.9,1391.4,1372.2
2014-03-18,1359,1361.8,1353.4
2014-03-19,1341.4,1358,1332.7
2014-03-20,1330.5,1333.7,1325.8
2014-03-21,1336,1339.1,1335
2014-03-24,1311.2,1333,1310.5
2014-03-25,1311.4,1315.5,1307.5
2014-03-26,1303.4,1315.2,1311.8
2014-03-27,1294.7,1294.7,1294.7
2014-03-28,1293.8,1299.4,1285.9
2014-03-31,1283.4,1298.8,1282.4
2014-04-01,1279.6,1287.9,1277.3
2014-04-02,1290.5,1294.1,1280.2
2014-04-03,1284.4,1293.6,1282.7
2014-04-04,1303.2,1306.1,1284.4
2014-04-07,1298,1304,1296.3
2014-04-08,1308.7,1314.1,1296.6
2014-04-09,1305.5,1313.6,1301.1
2014-04-10,1320.1,1323.8,1311.2
2014-04-11,1318.7,1322.8,1316.3
2014-04-14,1327.2,1330,1320.1
2014-04-15,1300,1322.7,1291.5
2014-04-16,1303.1,1304,1295
2014-04-17,1293.4,1303,1292.5
2014-04-21,1288,1299.2,1283.7
2014-04-22,1280.6,1291.6,1276
2014-04-23,1284.2,1287.7,1282.4
2014-04-24,1290.5,1297.9,1272.4
2014-04-25,1300.7,1304.6,1293.8
2014-04-28,1298.9,1305.4,1293
2014-04-29,1296,1300.5,1289.1
2014-04-30,1295.6,1296.5,1286.6
2014-05-01,1283.1,1288.7,1278
2014-05-02,1302.6,1302.7,1276.7
2014-05-05,1309,1314.2,1305.5
2014-05-06,1308.3,1309.4,1306.9
2014-05-07,1288.6,1312,1288
2014-05-08,1287.4,1291.5,1285.5
2014-05-09,1287.3,1287.3,1287.3
2014-05-12,1295.6,1295.9,1281.2
2014-05-13,1294.6,1295.5,1292
2014-05-14,1305.7,1306.9,1292.8
2014-05-15,1293.5,1302.5,1292.8
2014-05-16,1293.3,1293.3,1293.3
2014-05-19,1293.7,1293.7,1293.7
2014-05-20,1294.5,1290.7,1290.1
2014-05-21,1288,1287.4,1287.4
2014-05-22,1294.9,1295,1294.2
2014-05-23,1291.6,1293.4,1293.2
2014-05-25,1291.7,1294.2,1291.1
2014-05-26,1292.5,1294.4,1291.4
2014-05-27,1265.4,1291.9,1276
2014-05-28,1259.3,1259.3,1263.6
2014-05-29,1256.3,1260.6,1250.9
2014-05-30,1245.6,1259.6,1241.8
2014-06-02,1243.7,1250.7,1240.9
2014-06-03,1244.3,1247.5,1240.5
2014-06-04,1244,1248.8,1242.7
2014-06-05,1253,1256.6,1241.2
2014-06-06,1252.1,1256.6,1246.3
2014-06-09,1253.5,1256.1,1251.8
2014-06-10,1259.8,1262.3,1251
2014-06-11,1260.8,1264.4,1259.1
2014-06-12,1273.6,1274.5,1260
2014-06-13,1273.7,1274.7,1271.3
2014-06-16,1274.9,1283.5,1270.8
2014-06-17,1271.7,1272.8,1260.9
2014-06-18,1272.4,1272.7,1267.4
2014-06-19,1313.7,1321,1277.2
2014-06-20,1316.2,1321.4,1306.8
2014-06-23,1318,1316.9,1312.3
2014-06-24,1320.9,1325.6,1315.6
2014-06-25,1322.2,1323.4,1312
2014-06-26,1316.1,1319.6,1312.4
2014-06-27,1319,1320.9,1313.3
2014-06-30,1475.1,1328.7,1311.8
2014-07-01,1480.2,1331.4,1326.2
2014-07-02,1484.8,1330.7,1326.8
2014-07-03,1475.6,1327.7,1313
2014-07-04,1321.3,1324,1319.6
2014-07-07,1472,1320.3,1313.2
2014-07-08,1471.4,1323.5,1316
2014-07-09,1479.7,1330.4,1324
2014-07-10,1494.7,1343.7,1328
2014-07-11,1492.9,1339,1336.2
2014-07-14,1460.7,1332.8,1304.7
2014-07-15,1451.3,1312.1,1294.1
2014-07-16,1454.9,1303.1,1296.9
2014-07-17,1472.1,1323.8,1303.1
2014-07-18,1464.7,1322.7,1306.2
2014-07-21,1469.6,1315.5,1311
2014-07-22,1461.6,1306.1,1306.1
2014-07-23,1460.3,1304.5,1304.5
2014-07-24,1447.3,1297.5,1297.5
2014-07-25,1460.3,1294.8,1294.8
2014-07-28,1462,1308,1304.3
2014-07-29,1456.7,1310.9,1310
2014-07-30,1456.1,1303,1291
2014-07-31,1441.5,1297.3,1280.6
2014-08-01,1451.1,1296.6,1279.7
2014-08-04,1441.9,1295,1285.9
2014-08-05,1439,1292.7,1282.6
2014-08-06,1462.7,1309,1287.8
2014-08-07,1467.3,1313.2,1302.5
2014-08-08,1465.9,1322.1,1308
2014-08-11,1465.5,1309.7,1305.3
2014-08-12,1465.3,1315.8,1305.8
2014-08-13,1467.9,1312.6,1305
2014-08-14,1469.1,1316.4,1309.7
2014-08-15,1459.4,1312.8,1292
2014-08-18,1452.8,1302.1,1295.7
2014-08-19,1449,1301.7,1294
2014-08-20,1449,1295.8,1288.4
2014-08-21,1429.2,1290,1272
2014-08-22,1434.1,1280,1275
2014-08-25,1433.1,1424.9,1424.9
2014-08-26,1439.3,1289.5,1281.1
2014-08-27,1436.9,1282.3,1281.5
2014-08-28,1443.8,1293.7,1284.3
2014-08-29,1440.6,1289.7,1284.8
2014-08-31,1287.7,1289,1286.8
2014-09-01,1287.4,1290.9,1285.9
2014-09-02,1419,1286.4,1262.5
2014-09-03,1425.5,1271.1,1263.1
2014-09-04,1422.3,1272.7,1260.3
2014-09-05,1423.2,1268.1,1263.2
2014-09-08,1410.2,1268.4,1262.2
2014-09-09,1404.6,1246.8,1246.8
2014-09-10,1402,1256.7,1243.5
2014-09-11,1395.4,1237.4,1237.4
2014-09-12,1387.8,1227,1227
2014-09-15,1391.3,1235,1226.7
2014-09-16,1393,1238.3,1235.9
2014-09-17,1392,1236.2,1221.9
2014-09-18,1383.4,1220.4,1216.2
2014-09-19,1373.1,1218.3,1218.3
2014-09-22,1374.2,1214.9,1212.4
2014-09-23,1377.2,1221,1221
2014-09-24,1374.9,1216.8,1216.8
2014-09-25,1376.4,1216.1,1209.5
2014-09-26,1370.4,1214.1,1214.1
2014-09-29,1373.7,1222.2,1214.7
2014-09-30,1366.7,1218.2,1204
2014-10-01,1370.2,1217.8,1205.5
2014-10-02,1368.1,1219.5,1210.3
2014-10-03,1346.9,1212.4,1191
2014-10-06,1360.7,1338.3,1338.3
2014-10-07,1363.6,1210.8,1205.3
2014-10-08,1344.2,1217.9,1207
2014-10-09,1358.8,1229,1223.9
2014-10-10,1353.7,1223.5,1217
2014-10-13,1229.3,1234,1227
2014-10-14,1359.3,1235.9,1235.8
2014-10-15,1361.3,1247,1230.9
2014-10-16,1357.5,1243,1236.7
2014-10-17,1358.5,1237.5,1232.6
2014-10-20,1364.3,1244,1235.4
2014-10-21,1371.8,1251,1251
2014-10-22,1366.6,1244.8,1244.3
2014-10-23,1352.1,1228,1227.9
2014-10-24,1355,1232.7,1229.4
2014-10-27,1352.4,1230.2,1227.3
2014-10-28,1352.6,1231,1224.7
2014-10-29,1349.2,1224.3,1224.3
2014-10-30,1322.9,1214.7,1195.8
2014-10-31,1295.9,1199.7,1161.4
2014-11-03,1294.4,1172.3,1163.1
2014-11-04,1290.3,1171,1165
2014-11-05,1268.1,1168.7,1137.8
2014-11-06,1264.4,1147.5,1137.9
2014-11-07,1291,1169.7,1132.9
2014-11-10,1281.3,1171,1150.7
2014-11-11,1285.1,1170.5,1151.6
2014-11-12,1280.4,1168.1,1157.5
2014-11-13,1281.4,1164.5,1155
2014-11-14,1305.6,1191,1148
2014-11-17,1303.7,1186.9,1180.6
2014-11-18,1315.5,1197.1,1193.9
2014-11-19,1313.4,1198.3,1190
2014-11-20,1308.9,1191.9,1190.7
2014-11-21,1315.9,1202.4,1189
2014-11-24,1314.2,1197.9,1196.5
2014-11-25,1315.2,1197.1,1197.1
2014-11-26,1314.5,1201,1193.7
2014-11-27,1188.8,1199.3,1185.4
2014-11-28,1291.2,1198.3,1163.8
2014-12-01,1332.5,1220.4,1141.7
2014-12-02,1314.7,1212.3,1191.3
2014-12-03,1325.8,1213.7,1196.1
2014-12-04,1324.2,1213,1201.6
2014-12-05,1310.8,1206,1186.7
2014-12-08,1314.4,1207,1187.2
2014-12-09,1350.2,1238,1202
2014-12-10,1345.5,1234.6,1226.6
2014-12-11,1342.3,1232,1216.2
2014-12-12,1333.5,1227.8,1216.2
2014-12-15,1317.7,1223.1,1198
2014-12-16,1302,1222,1192.7
2014-12-17,1302.3,1199.6,1184
2014-12-18,1303.9,1207.3,1189.7
2014-12-19,1305.6,1200.8,1196.5
2014-12-22,1289.7,1198,1172.7
2014-12-23,1289.7,1180.3,1175
2014-12-24,1285.6,1179.3,1173.7
2014-12-25,1177,1178.9,1175
2014-12-26,1307.7,1194.4,1177.2
2014-12-29,1292.9,1186.5,1181.3
2014-12-30,1311.9,1210.3,1181.4
2014-12-31,1335.4,1335.4,1346.7
2015-01-01,1186.8,1187.5,1184.1
2015-01-02,1337.7,1337.7,1337.7
2015-01-05,1353.5,1340,1340
2015-01-06,1362.2,1362.2,1362.2
2015-01-07,1353.6,1353.6,1350.3
2015-01-08,1351.6,1351.6,1350
2015-01-09,1357.4,1357.4,1357.4
2015-01-12,1373.2,1357.4,1357.4
2015-01-13,1374.5,1377.4,1377.4
2015-01-14,1364.5,1364.5,1366.7
2015-01-15,1392.8,1380,1380
2015-01-16,1404.9,1404.9,1404.9
2015-01-18,1279,1281.9,1275.7
2015-01-19,1275.9,1279.5,1272.5
2015-01-20,1412.4,1380,1380
2015-01-21,1413.4,1391.1,1390.9
2015-01-22,1425.2,1425.2,1425.2
2015-01-23,1417.6,1417.6,1417.6
2015-01-26,1405.6,1405.6,1405.6
2015-01-27,1414.7,1414.7,1414.7
2015-01-28,1402.2,1402.2,1402.2
2015-01-29,1363.8,1380.2,1380.2
2015-01-30,1384.6,1384.6,1384.6
2015-02-02,1382.4,1382.4,1382.4
2015-02-03,1367.3,1367.3,1367.3
2015-02-04,1373.4,1367,1367
2015-02-05,1354.9,1354.9,1354.9
2015-02-06,1332.6,1332.6,1332.6
2015-02-09,1339.9,1339.9,1339.9
2015-02-10,1331.2,1331.2,1331.2
2015-02-11,1319.2,1319.2,1319.2
2015-02-12,1318.7,1318.7,1318.7
2015-02-13,1325.2,1325.2,1325.2
2015-02-15,1228.8,1229.3,1227.8
2015-02-16,1231.7,1236.4,1228.5
2015-02-17,1309.9,1323.3,1323.3
2015-02-18,1301.5,1301.5,1301.5
2015-02-19,1306.9,1306.9,1306.9
2015-02-20,1303.2,1303.2,1303.2
2015-02-23,1298.7,1298.7,1298.7
2015-02-24,1293.1,1293.1,1293.1
2015-02-25,1296,1296,1296
2015-02-26,1306.1,1306.1,1306.1
2015-02-27,1309.4,1309.4,1309.4
2015-03-02,1305.8,1305.8,1305.8
2015-03-03,1304.2,1304.2,1304.2
2015-03-04,1300.6,1300.6,1300.6
2015-03-05,1296.1,1296.1,1296.1
2015-03-06,1265.6,1265.6,1265.6
2015-03-09,1268,1268,1268
2015-03-10,1258.1,1258.1,1258.1
2015-03-11,1248.4,1248.4,1248.4
2015-03-12,1249,1249,1249
2015-03-13,1248.9,1248.9,1248.9
2015-03-16,1249.3,1249.3,1249.3
2015-03-17,1244.5,1244.5,1244.5
2015-03-18,1247.5,1247.5,1247.5
2015-03-19,1259.5,1259.5,1259.5
2015-03-20,1274.7,1274.7,1274.7
2015-03-23,1277.5,1277.5,1277.5
2015-03-24,1281.2,1281.2,1281.2
2015-03-25,1287.3,1287.3,1287.3
2015-03-26,1297,1297,1297
2015-03-27,1291.9,1291.9,1291.9
2015-03-30,1276.4,1276.4,1276.4
2015-03-31,1272.2,1272.2,1272.2
2015-04-01,1294.2,1294.2,1294.2
2015-04-02,1288.2,1288.2,1288.2
2015-04-03,1288.2,1288.2,1288.2
2015-04-06,1305.4,1305.4,1305.4
2015-04-07,1298.4,1298.4,1298.4
2015-04-08,1291.1,1291.1,1291.1
2015-04-09,1281.6,1281.6,1281.6
2015-04-10,1293.3,1293.3,1293.3
2015-04-13,1287.8,1287.8,1287.8
2015-04-14,1278.1,1278.1,1278.1
2015-04-15,1286.5,1286.5,1286.5
2015-04-16,1283,1283,1283
2015-04-17,1288.1,1288.1,1288.1
2015-04-20,1279.3,1279.3,1279.3
2015-04-21,1289.1,1289.1,1289.1
2015-04-22,1274.7,1274.7,1274.7
2015-04-23,1282,1282,1282
2015-04-24,1260.4,1260.4,1260.4
2015-04-27,1289.2,1289.2,1289.2
2015-04-28,1301.4,1301.4,1301.4
2015-04-29,1300,1300,1300
2015-04-30,1273,1273,1273
2015-05-01,1266.1,1266.1,1266.1
2015-05-04,1279,1279,1279
2015-05-05,1288.2,1288.2,1288.2
2015-05-06,1286.7,1286.7,1286.7
2015-05-07,1278.5,1278.5,1278.5
2015-05-08,1282.5,1282.5,1282.5
2015-05-11,1277.3,1277.3,1277.3
2015-05-12,1287,1287,1287
2015-05-13,1312.2,1312.2,1312.2
2015-05-14,1319,1319,1319
2015-05-15,1318.9,1318.9,1318.9
2015-05-18,1321.2,1321.2,1321.2
2015-05-19,1301.4,1318.2,1317.5
2015-05-20,1303.5,1303.5,1303.5
2015-05-21,1298.1,1298.1,1296.5
2015-05-22,1299.7,1299.7,1292
2015-05-24,1204.4,1205.8,1203.9
2015-05-25,1207.4,1209,1203.3
2015-05-26,1282.2,1288.9,1280
2015-05-27,1278.6,1278.6,1279
2015-05-28,1280.5,1280.5,1278
2015-05-29,1280.7,1280.7,1276.5
2015-06-01,1280.4,1280.4,1280.4
2015-06-02,1287.8,1287.8,1287.8
2015-06-03,1279.9,1279.9,1279.9
2015-06-04,1270.1,1270.1,1268.5
2015-06-05,1266.6,1266.8,1263
2015-06-08,1272,1272,1272
2015-06-09,1276.8,1276.8,1276.8
2015-06-10,1288.6,1288.6,1288.6
2015-06-11,1282.6,1282.6,1282.6
2015-06-12,1281,1281,1281
2015-06-15,1285.8,1285.8,1285.8
2015-06-16,1279.4,1279.4,1279.4
2015-06-17,1276.9,1276.9,1276.9
2015-06-18,1300.8,1300.8,1300.8
2015-06-19,1299.4,1299.4,1296
2015-06-22,1282.1,1282.1,1282.1
2015-06-23,1274.8,1274.8,1274.8
2015-06-24,1271,1271,1271
2015-06-25,1270.3,1270.3,1270.3
2015-06-26,1273.1,1273.1,1270
2015-06-29,1278,1278,1278
2015-06-30,1270.8,1270.8,1270.8
2015-07-01,1268.5,1268.5,1268
2015-07-02,1261.5,1261.5,1261.5
2015-07-03,1167.8,1169,1164.6
2015-07-06,1270.6,1270.6,1270.6
2015-07-07,1249.5,1249.5,1249.5
2015-07-08,1258.6,1258.6,1258.6
2015-07-09,1255.1,1255.1,1255.1
2015-07-10,1256.6,1256.6,1256.6
2015-07-13,1255,1255,1255
2015-07-14,1252.4,1252.4,1252.4
2015-07-15,1246.3,1246.3,1246.3
2015-07-16,1243.2,1243.2,1243.2
2015-07-17,1230.7,1230.7,1230.7
2015-07-20,1205.5,1205.5,1205.5
2015-07-21,1199.5,1199.5,1199.5
2015-07-22,1187.6,1187.6,1187.6
2015-07-23,1190.1,1190.1,1190.1
2015-07-24,1180,1180,1180
2015-07-27,1190.6,1190.6,1190.6
2015-07-28,1190.6,1190.6,1190.6
2015-07-29,1187.5,1187.5,1187.5
2015-07-30,1183.4,1183.4,1183.4
2015-07-31,1183.1,1183.1,1183.1
2015-08-03,1176.8,1176.8,1176.8
2015-08-04,1178.7,1178.7,1178.7
2015-08-05,1177.1,1177.1,1177.1
2015-08-06,1181.6,1181.6,1181.6
2015-08-07,1185.8,1185.8,1185.8
2015-08-10,1195.8,1195.8,1195.8
2015-08-11,1197.7,1197.7,1197.7
2015-08-12,1213,1213,1213
2015-08-13,1205.1,1205.1,1205.1
2015-08-14,1202.3,1202.3,1202.3
2015-08-17,1207.9,1207.9,1207.9
2015-08-18,1206.3,1206.3,1206.3
2015-08-19,1217.1,1217.1,1217.1
2015-08-20,1242.2,1242.2,1242.2
2015-08-21,1246.8,1246.8,1246.8
2015-08-24,1238.9,1238.9,1238.9
2015-08-25,1223.7,1223.7,1223.7
2015-08-26,1209,1209,1209
2015-08-27,1207.2,1207.2,1207.2
2015-08-28,1218.4,1218.4,1218.4
2015-08-31,1216.9,1216.9,1216.9
2015-09-01,1221.3,1221.3,1221.3
2015-09-02,1214.4,1214.4,1214.4
2015-09-03,1203.5,1203.5,1203.5
2015-09-04,1200.5,1200.5,1200.5
2015-09-06,1119.9,1123.1,1119.6
2015-09-07,1119.9,1124,1115.2
2015-09-08,1199.9,1199.9,1199.9
2015-09-09,1180.7,1180.7,1180.7
2015-09-10,1187.9,1187.9,1187.9
2015-09-11,1181.9,1181.9,1181.9
2015-09-14,1185.7,1185.7,1185.7
2015-09-15,1180.5,1180.5,1180.5
2015-09-16,1196.3,1188.4,1188.4
2015-09-17,1194.9,1194.9,1194.9
2015-09-18,1214.1,1214.1,1214.1
2015-09-21,1209.4,1209.4,1209.4
2015-09-22,1199.6,1199.6,1199.6
2015-09-23,1206.3,1206.3,1206.3
2015-09-24,1226.9,1226.9,1226.9
2015-09-25,1218.8,1218.8,1218.8
2015-09-28,1204.4,1204.4,1204.4
2015-09-29,1199.1,1199.1,1199.1
2015-09-30,1183.6,1183.6,1183.6
2015-10-01,1182.1,1182.1,1182.1
2015-10-02,1204.2,1204.2,1204.2
2015-10-05,1203.5,1203.5,1203.5
2015-10-06,1211.3,1211.3,1211.3
2015-10-07,1214,1214,1214
2015-10-08,1209.9,1209.9,1209.9
2015-10-09,1222.4,1222.4,1222.4
2015-10-12,1231.1,1231.1,1231.1
2015-10-13,1231.7,1231.7,1231.7
2015-10-14,1243.6,1243.6,1243.6
2015-10-15,1251.4,1251.4,1251.4
2015-10-16,1246.6,1246.6,1246.6
2015-10-19,1236.3,1236.3,1236.3
2015-10-20,1240.9,1240.9,1240.9
2015-10-21,1229.7,1229.7,1229.7
2015-10-22,1228.2,1228.2,1228.2
2015-10-23,1218.7,1218.7,1218.7
2015-10-26,1220.3,1220.3,1220.3
2015-10-27,1218.2,1218.2,1218.2
2015-10-28,1229.3,1229.3,1229.3
2015-10-29,1201.8,1201.8,1201.8
2015-10-30,1195.2,1195.2,1195.2
2015-11-02,1190.4,1190.4,1190.4
2015-11-03,1168.6,1168.6,1168.6
2015-11-04,1161.2,1161.2,1161.2
2015-11-05,1160.1,1160.1,1160.1
2015-11-06,1147.9,1147.9,1147.9
2015-11-09,1149.2,1149.2,1149.2
2015-11-10,1149.4,1149.4,1149.4
2015-11-11,1145.4,1145.4,1145.4
2015-11-12,1141.3,1141.3,1141.3
2015-11-13,1141.3,1141.3,1141.3
2015-11-16,1142.5,1142.5,1142.5
2015-11-17,1126.9,1138.4,1131
2015-11-18,1126.9,1126.9,1126.9
2015-11-19,1135.6,1135.2,1135.2
2015-11-20,1133.8,1133.8,1133.8
2015-11-23,1124.7,1124.7,1124.7
2015-11-24,1131.6,1131.6,1131.6
2015-11-25,1128.4,1128.4,1128.4
2015-11-26,1070.8,1074.2,1069.2
2015-11-27,1114.5,1114.5,1114.5
2015-11-30,1123.9,1123.9,1123.9
2015-12-01,1122,1122,1122
2015-12-02,1112.4,1112.4,1112.4
2015-12-03,1120.6,1120.6,1120.6
2015-12-04,1143.2,1143.2,1143.2
2015-12-07,1134.3,1134.3,1134.3
2015-12-08,1134,1134,1134
2015-12-09,1134.9,1134.9,1134.9
2015-12-10,1130.3,1130.3,1130.3
2015-12-11,1133.8,1133.8,1133.8
2015-12-14,1121.4,1121.4,1121.4
2015-12-15,1119.8,1119.8,1119.8
2015-12-16,1135.3,1135.3,1135.3
2015-12-17,1108.1,1108.1,1108.1
2015-12-18,1123.3,1123.3,1123.3
2015-12-21,1140.5,1140.5,1140.5
2015-12-22,1134,1134,1134
2015-12-23,1128.2,1128.2,1128.2
2015-12-24,1135.9,1135.9,1135.9
2015-12-28,1128.1,1128.1,1128.1
2015-12-29,1128.6,1128.6,1128.6
2015-12-30,1120.8,1120.8,1120.8
2015-12-31,1121,1121,1121
2016-01-04,1135.5,1135.5,1135.5
2016-01-05,1138.4,1138.4,1138.4
2016-01-06,1151.9,1151.9,1151.9
2016-01-07,1162.7,1162.7,1162.7
2016-01-08,1151.7,1151.7,1151.7
2016-01-11,1148.5,1148.5,1148.5
2016-01-12,1137.1,1137.1,1137.1
2016-01-13,1137.4,1137.4,1137.4
2016-01-14,1123,1123,1123
2016-01-15,1137.5,1137.5,1137.5
2016-01-17,1090.3,1090.8,1088.6
2016-01-18,1088.5,1093.3,1087.4
2016-01-19,1135.8,1135.8,1135.8
2016-01-20,1151.7,1151.7,1151.7
2016-01-21,1143.6,1143.6,1143.6
2016-01-22,1142.6,1142.6,1142.6
2016-01-25,1152.4,1152.4,1152.4
2016-01-26,1167.3,1167.3,1167.3
2016-01-27,1163.9,1163.9,1163.9
2016-01-28,1163.7,1163.7,1163.7
2016-01-29,1161.9,1161.9,1161.9
2016-02-01,1173.5,1173.5,1173.5
2016-02-02,1170.1,1170.1,1170.1
2016-02-03,1183.3,1183.3,1183.3
2016-02-04,1197.7,1197.7,1197.7
2016-02-05,1198,1220.4,1220.4
2016-02-08,1238.2,1243.8,1243.8
2016-02-09,1236.9,1236.9,1236.9
2016-02-10,1232.6,1232.6,1232.6
2016-02-11,1282.1,1269,1269
2016-02-12,1271.2,1271.2,1271.2
2016-02-14,1233.6,1235.9,1231.4
2016-02-15,1208.1,1235.1,1202.8
2016-02-16,1241.1,1230,1230
2016-02-17,1247.2,1247.2,1247.2
2016-02-18,1262.5,1262.5,1262.5
2016-02-19,1267.4,1267.4,1267.4
2016-02-22,1246.7,1246,1246
2016-02-23,1261.4,1261.4,1261.4
2016-02-24,1277.1,1277.1,1277.1
2016-02-25,1277,1277,1277
